US_AQI,PM2_5_ugm3,PM10_ugm3,NO2_ugm3,Temp_2m_C,Humidity_Percent
80.0,21.8,22.0,4.7,30.5,69
80.0,20.9,21.1,4.1,30.8,68
80.0,20.0,20.1,3.5,31.1,66
80.0,19.6,19.7,3.3,30.9,66
81.0,19.1,19.2,5.0,30.0,69
91.0,19.8,19.9,10.2,29.8,72
106.0,23.9,24.0,17.1,26.5,91
110.0,30.9,31.1,23.1,27.1,82
104.0,33.1,33.2,21.6,26.8,85
91.0,32.8,32.9,19.4,26.3,88
84.0,30.9,31.0,17.5,26.0,90
84.0,29.3,29.3,16.0,25.8,90
84.0,27.7,27.8,14.7,25.6,89
85.0,26.7,26.7,13.9,25.6,91
85.0,26.8,26.8,13.6,25.4,92
85.0,28.2,28.2,13.9,25.2,93
84.0,30.7,30.7,15.2,24.8,94
84.0,34.2,34.2,18.8,23.9,96
84.0,37.8,37.8,23.5,23.6,99
84.0,41.6,41.6,24.1,24.2,96
84.0,42.3,42.3,20.4,24.1,98
85.0,38.1,38.1,15.3,24.7,95
85.0,29.4,29.5,11.0,26.3,91
85.0,23.5,23.6,8.3,27.6,85
86.0,21.1,21.1,6.4,29.1,74
85.0,18.0,18.1,5.4,28.8,68
85.0,19.1,19.2,5.1,29.1,68
85.0,18.9,19.0,5.7,29.0,69
85.0,21.0,21.1,7.3,29.0,69
85.0,23.4,23.5,11.1,28.8,71
86.0,29.0,29.1,16.0,27.6,76
86.0,22.1,22.1,14.3,25.0,93
85.0,25.9,26.0,15.6,24.9,95
85.0,30.4,30.4,17.3,24.7,96
84.0,34.6,34.7,18.3,24.8,96
85.0,35.4,35.5,18.1,24.6,97
85.0,33.8,33.8,17.2,24.3,97
86.0,31.0,31.0,16.1,23.8,97
86.0,30.4,30.4,14.7,23.7,97
87.0,27.9,27.9,13.2,23.3,98
86.0,26.0,26.1,12.7,23.1,98
86.0,23.7,23.8,14.4,22.7,97
85.0,24.3,24.3,17.1,22.3,97
84.0,21.4,21.4,17.1,23.2,99
82.0,20.1,20.1,16.3,24.1,96
80.0,16.7,16.7,15.2,24.9,92
78.0,10.6,10.6,14.0,26.0,87
77.0,9.5,9.5,12.8,27.3,82
75.0,9.0,9.0,11.5,28.5,75
74.0,9.4,9.4,10.2,29.3,73
74.0,9.0,9.0,8.0,29.8,71
73.0,8.5,8.5,5.9,29.8,70
72.0,8.6,8.7,6.6,29.7,71
71.0,9.3,9.4,12.0,29.3,72
82.0,15.9,15.9,20.2,27.8,83
86.0,44.7,44.8,31.3,26.0,84
85.0,56.8,56.9,32.9,25.6,90
78.0,62.4,62.4,35.2,25.0,93
76.0,65.9,66.1,37.4,24.4,96
79.0,71.0,71.2,39.6,23.8,98
82.0,75.2,75.4,41.7,23.6,98
85.0,78.5,78.7,43.3,24.0,98
90.0,79.4,79.6,44.3,24.3,92
94.0,79.9,80.1,44.7,23.7,96
99.0,80.1,80.3,44.0,23.6,97
104.0,78.9,79.2,42.1,23.1,98
110.0,76.1,76.1,39.1,22.7,99
115.0,67.5,68.0,29.9,23.6,99
120.0,73.1,73.3,24.9,23.8,99
125.0,63.6,63.8,18.0,25.2,91
130.0,44.1,44.4,12.2,27.3,81
134.0,25.7,25.8,8.5,28.5,75
135.0,20.9,21.1,5.9,29.6,69
137.0,19.0,19.2,4.3,30.2,66
138.0,18.1,18.4,3.3,30.5,63
139.0,17.6,17.9,3.3,30.7,60
140.0,17.5,17.8,5.1,30.3,61
141.0,18.9,19.2,10.5,29.6,65
142.0,23.9,24.2,17.7,27.6,75
142.0,25.3,25.4,21.6,26.9,77
140.0,27.2,27.2,20.3,25.8,82
137.0,27.6,27.7,18.6,25.4,83
134.0,28.2,28.2,17.2,25.2,83
130.0,29.2,29.3,16.6,24.6,85
125.0,29.7,29.9,16.5,24.1,88
121.0,31.2,31.5,16.4,23.7,91
116.0,34.2,34.6,16.2,23.4,92
111.0,37.0,37.5,16.1,23.3,92
107.0,39.1,39.6,16.1,23.1,93
102.0,40.5,41.0,16.5,22.7,94
99.0,41.8,42.1,16.9,22.1,96
95.0,38.1,38.5,17.1,22.2,95
93.0,41.1,41.4,14.1,23.5,92
90.0,39.1,39.3,10.0,25.4,86
88.0,31.8,32.0,6.8,27.1,78
87.0,24.2,24.3,5.2,28.7,71
87.0,18.7,18.9,4.5,30.0,62
86.0,16.2,16.4,4.2,30.8,57
86.0,15.3,15.4,3.7,31.3,50
86.0,15.4,15.7,3.6,31.2,49
86.0,16.3,16.6,4.9,30.6,50
104.0,19.1,19.5,9.2,29.2,60
119.0,26.0,26.4,15.0,27.1,62
123.0,30.6,31.1,18.5,26.9,72
117.0,33.4,33.9,16.8,26.3,77
105.0,35.6,36.0,14.6,25.5,82
88.0,38.3,38.8,13.0,24.7,85
88.0,41.2,41.7,12.7,24.1,87
90.0,43.2,43.7,13.1,23.5,89
91.0,45.4,46.0,13.7,23.1,93
92.0,48.7,49.4,14.5,22.7,94
93.0,51.5,52.3,15.5,22.1,96
95.0,53.7,54.6,16.8,21.6,96
96.0,55.8,56.7,19.1,21.4,96
97.0,57.7,58.8,21.7,21.1,97
99.0,79.2,81.0,22.2,21.1,95
103.0,80.6,82.2,18.7,21.9,93
107.0,80.1,82.4,13.9,23.6,86
111.0,78.2,80.8,10.0,25.5,81
116.0,70.8,73.6,7.8,27.3,74
121.0,63.6,66.1,6.4,28.8,66
125.0,57.2,59.5,5.6,29.5,62
130.0,51.0,53.1,4.8,30.0,59
133.0,47.5,49.5,4.5,30.0,57
137.0,46.0,48.1,6.0,29.7,57
140.0,47.7,49.4,11.1,28.6,63
143.0,53.9,55.5,18.1,26.2,69
146.0,60.1,61.9,28.0,25.2,73
149.0,61.0,62.6,26.3,24.6,75
150.0,59.5,61.2,24.0,23.7,79
151.0,59.0,60.8,22.3,22.9,83
151.0,59.5,61.2,21.8,21.9,87
152.0,60.3,62.4,22.0,21.5,88
152.0,61.2,63.3,22.5,21.2,91
152.0,63.6,65.7,23.2,21.0,93
153.0,66.8,69.2,24.2,20.8,95
153.0,70.8,73.3,26.1,20.7,97
153.0,75.2,78.0,30.4,20.6,98
154.0,80.3,83.1,35.6,20.3,99
154.0,94.3,97.3,45.9,20.5,99
155.0,102.0,105.0,37.2,21.5,100
155.0,94.8,97.1,25.0,23.3,95
156.0,86.1,88.7,15.2,25.4,84
156.0,67.5,69.8,10.1,27.2,67
156.0,41.2,43.8,7.3,28.3,56
155.0,35.7,38.5,5.6,28.9,51
155.0,33.8,36.8,4.0,29.4,49
154.0,32.4,35.3,3.4,29.3,50
154.0,31.4,34.3,5.2,28.9,51
154.0,32.8,35.0,11.5,28.0,59
153.0,39.2,41.1,20.0,25.7,67
153.0,56.6,59.0,28.1,25.0,69
153.0,65.2,67.5,29.1,24.6,71
153.0,66.1,68.2,30.5,23.6,77
153.0,65.9,67.5,31.2,22.7,82
153.0,66.1,67.5,30.5,22.2,86
153.0,64.3,65.4,29.1,22.1,87
154.0,62.6,63.6,27.7,21.5,92
154.0,63.3,64.3,26.8,21.0,93
154.0,65.0,65.9,26.0,20.5,95
154.0,66.8,68.0,25.0,20.3,95
153.0,68.5,69.6,24.1,20.0,95
153.0,70.1,71.7,23.1,19.6,96
153.0,118.5,121.1,37.6,19.9,95
154.0,118.3,120.6,30.1,21.1,93
154.0,109.7,112.5,19.7,23.1,84
154.0,103.1,105.9,11.5,25.0,77
155.0,90.8,93.6,7.8,26.9,69
155.0,73.3,76.1,6.3,28.3,61
156.0,58.2,61.0,5.5,29.3,56
156.0,52.5,55.4,4.4,29.5,54
157.0,49.9,52.9,4.0,29.4,54
157.0,48.5,51.5,5.3,28.8,53
158.0,50.3,52.7,10.0,27.7,57
158.0,56.1,58.3,16.5,25.6,64
158.0,56.0,57.9,25.9,25.2,70
158.0,58.2,60.1,23.1,24.5,71
158.0,55.3,57.0,19.1,23.6,74
158.0,53.3,55.3,16.1,22.8,78
158.0,53.6,55.6,14.9,22.0,82
157.0,54.9,57.4,14.5,21.2,85
157.0,57.2,59.8,14.4,21.3,86
157.0,59.8,62.9,14.2,20.8,87
157.0,62.2,65.2,14.1,20.5,86
157.0,63.3,66.6,14.5,19.9,88
157.0,64.5,68.0,15.9,19.2,90
157.0,66.4,70.3,17.7,18.6,92
157.0,73.8,78.5,18.1,19.8,88
156.0,78.5,83.4,15.6,20.8,83
155.0,76.1,80.1,12.2,22.6,75
154.0,71.7,77.3,9.2,24.5,67
153.0,59.0,65.0,7.1,26.6,57
153.0,43.2,47.8,5.5,27.9,52
152.0,39.8,44.0,4.5,28.6,50
152.0,39.0,43.2,3.7,29.1,48
151.0,38.8,42.8,3.5,29.1,48
151.0,38.8,42.7,5.6,28.8,48
151.0,41.0,44.4,12.3,27.9,53
151.0,50.1,53.4,21.3,25.5,62
150.0,67.5,71.2,30.1,24.2,69
151.0,77.8,81.7,30.0,23.4,71
151.0,80.6,84.5,29.7,22.5,74
152.0,79.6,83.8,28.8,21.6,79
152.0,77.8,82.0,26.7,21.0,82
153.0,75.4,79.4,24.0,20.6,83
153.0,73.8,77.5,21.9,20.4,86
154.0,73.6,76.8,20.7,20.1,87
154.0,74.0,77.3,20.0,19.4,90
154.0,75.7,78.7,20.4,19.1,91
154.0,78.2,81.3,23.2,18.9,91
155.0,82.0,85.0,27.0,18.7,92
155.0,98.3,102.2,28.0,19.4,90
156.0,105.9,109.9,23.3,20.5,88
156.0,100.1,103.1,16.8,22.4,79
157.0,90.6,94.1,11.4,24.5,71
157.0,75.7,79.2,8.2,26.7,63
158.0,47.8,51.9,6.1,27.9,53
158.0,39.3,43.2,4.8,28.7,49
158.0,36.1,39.7,3.4,29.2,48
158.0,34.3,38.1,2.7,29.3,48
158.0,33.5,37.5,5.1,28.9,50
157.0,35.6,39.1,13.0,27.8,55
157.0,48.7,52.0,23.9,25.5,57
157.0,56.1,58.8,34.9,23.9,62
157.0,69.6,72.6,37.3,22.6,68
157.0,79.9,82.9,40.5,21.6,73
157.0,83.4,86.8,41.4,20.9,79
157.0,82.4,86.4,37.7,20.4,82
157.0,79.6,83.6,31.8,20.0,84
157.0,76.8,81.3,27.5,19.6,88
157.0,76.6,81.3,26.2,19.2,90
157.0,77.5,82.4,26.5,19.0,91
157.0,79.4,84.8,28.0,18.9,90
157.0,82.2,87.5,32.3,18.7,91
157.0,85.9,91.5,37.8,18.3,92
158.0,101.3,107.1,44.6,18.4,95
158.0,112.9,119.0,36.2,19.3,95
158.0,103.8,108.7,24.6,21.9,85
158.0,87.5,93.1,15.3,24.5,72
158.0,65.2,71.5,10.6,26.5,61
158.0,38.1,43.9,8.1,27.6,50
157.0,32.2,37.3,6.5,28.2,45
157.0,30.7,35.6,4.5,28.8,42
157.0,29.9,34.7,3.4,28.9,42
157.0,29.6,34.5,5.7,28.5,44
157.0,32.5,36.8,13.9,27.3,52
157.0,49.9,54.2,25.5,25.0,57
157.0,50.9,51.6,36.6,23.9,62
157.0,63.8,64.7,40.0,22.8,67
157.0,72.6,74.5,44.6,21.8,69
156.0,77.5,79.9,47.3,21.2,72
156.0,80.1,83.1,46.4,20.7,76
156.0,81.0,84.1,43.6,20.1,81
156.0,80.3,83.4,40.9,20.1,84
156.0,79.6,82.7,38.7,19.4,89
156.0,79.6,82.7,36.5,18.9,90
156.0,78.9,82.0,35.0,18.6,90
156.0,78.0,81.0,35.5,18.3,90
156.0,77.5,80.6,36.7,17.8,92
156.0,77.3,78.7,33.9,17.4,93
156.0,74.7,75.7,28.7,18.7,90
155.0,71.0,71.7,21.3,22.0,80
154.0,63.8,64.7,14.9,25.0,67
154.0,40.7,42.3,10.3,27.2,53
153.0,23.9,26.0,6.6,28.5,45
153.0,15.8,17.1,4.2,29.1,44
152.0,13.4,14.3,2.5,29.4,44
152.0,12.8,13.7,2.0,29.4,45
152.0,12.8,13.7,4.6,29.0,47
151.0,13.9,14.8,12.8,28.0,53
151.0,27.6,28.5,24.1,25.5,61
150.0,33.3,33.6,35.6,23.6,69
150.0,42.7,44.4,36.7,22.6,72
148.0,49.0,51.0,38.0,21.9,74
145.0,50.5,52.6,38.4,21.2,76
142.0,52.3,54.5,36.9,20.6,80
139.0,52.7,55.1,34.4,20.0,83
136.0,52.3,54.7,32.4,19.6,85
134.0,53.0,55.3,31.6,19.1,87
131.0,53.6,56.0,31.3,18.9,88
128.0,53.9,56.5,31.3,18.5,88
125.0,54.6,57.3,32.4,18.2,88
123.0,54.7,57.5,33.8,17.8,90
121.0,71.2,73.8,41.4,17.5,93
120.0,83.4,84.8,33.4,18.7,90
121.0,71.9,72.9,22.2,22.1,80
121.0,54.4,55.2,13.2,25.0,67
120.0,30.5,31.3,8.5,27.1,55
119.0,17.7,18.1,5.9,28.4,47
118.0,14.2,14.6,4.3,29.1,45
118.0,12.2,12.6,2.6,29.6,44
118.0,11.3,11.8,1.8,29.5,44
118.0,11.1,11.7,4.2,29.1,46
118.0,12.1,12.6,12.3,27.9,52
118.0,22.2,22.7,23.5,25.4,60
117.0,26.3,27.1,29.9,23.6,67
116.0,37.8,39.1,34.6,22.8,70
116.0,48.0,49.2,40.7,21.7,75
116.0,53.8,55.2,43.6,21.3,77
116.0,53.0,54.5,40.1,20.8,80
116.0,47.5,49.0,33.3,19.9,85
115.0,41.0,42.4,27.4,19.7,89
114.0,36.6,38.0,23.7,19.1,91
113.0,33.2,34.5,20.9,18.6,91
110.0,30.9,32.2,19.4,18.1,92
108.0,30.2,31.4,20.6,18.0,91
106.0,30.6,32.0,23.1,17.9,91
103.0,30.7,31.9,22.1,17.4,93
99.0,36.1,37.3,18.1,18.8,88
95.0,33.3,34.5,12.5,21.7,78
91.0,24.9,26.1,8.0,24.7,66
89.0,17.6,18.3,5.5,27.1,57
88.0,13.6,14.0,4.1,29.0,49
87.0,10.4,10.6,3.2,29.8,46
87.0,7.6,7.7,1.9,30.4,45
87.0,6.9,7.0,1.1,30.4,44
86.0,6.9,7.1,3.5,30.1,44
86.0,9.8,10.0,11.4,29.0,50
86.0,19.7,20.1,22.3,26.3,60
85.0,29.6,30.6,31.7,24.2,66
86.0,40.0,41.1,34.6,23.6,72
86.0,45.2,46.2,38.5,23.1,75
86.0,48.3,49.2,41.2,22.3,80
85.0,52.0,53.0,41.8,21.2,85
85.0,53.0,53.9,41.2,20.5,87
85.0,50.6,51.6,39.9,20.1,89
86.0,48.2,49.1,37.8,19.9,88
87.0,46.1,47.0,35.0,19.2,90
88.0,44.2,45.2,32.7,18.8,89
90.0,42.6,43.5,32.0,18.4,90
91.0,41.3,42.4,31.7,17.9,92
92.0,38.6,39.5,23.9,18.3,88
92.0,40.0,41.1,19.2,19.9,82
93.0,35.9,36.9,12.7,22.6,74
93.0,28.3,29.6,7.5,25.5,66
93.0,19.0,19.7,5.0,28.2,55
93.0,12.6,12.7,3.8,29.8,42
93.0,9.7,9.8,3.2,30.4,39
93.0,8.7,8.9,2.1,30.5,39
93.0,8.8,9.1,1.5,30.5,38
94.0,9.1,9.4,3.9,30.0,40
94.0,12.3,12.5,11.8,28.5,51
94.0,21.0,21.2,22.7,25.6,57
94.0,27.1,27.5,32.1,24.4,59
94.0,35.5,36.9,34.1,23.9,59
93.0,41.9,43.2,36.8,23.0,66
93.0,44.9,46.1,37.9,21.7,71
93.0,45.9,47.0,36.0,20.9,76
92.0,43.4,44.5,32.6,20.4,79
91.0,39.1,40.0,29.5,19.9,82
90.0,36.2,37.0,27.3,19.2,85
89.0,34.2,35.2,25.4,18.8,87
88.0,33.3,34.1,24.3,18.4,89
87.0,32.6,33.5,25.1,18.1,89
86.0,32.6,33.6,26.7,18.0,88
86.0,37.1,38.2,29.2,17.7,89
86.0,39.7,41.0,23.3,19.0,85
86.0,35.2,36.4,15.2,21.8,77
85.0,26.4,27.8,8.9,24.7,67
85.0,17.6,18.4,6.1,26.9,58
85.0,11.6,12.0,5.1,28.5,48
85.0,9.5,9.7,4.6,29.9,41
85.0,8.9,9.0,3.2,30.2,40
85.0,8.7,8.8,2.3,30.0,41
85.0,8.7,8.8,4.8,29.5,43
88.0,11.4,11.4,13.6,28.0,54
100.0,23.3,23.7,25.7,24.9,60
102.0,33.8,34.5,33.4,24.0,60
97.0,45.1,46.7,38.0,23.6,61
87.0,53.3,55.5,44.4,22.4,69
88.0,58.2,60.8,48.5,21.7,73
89.0,61.2,63.8,48.9,21.2,76
90.0,61.5,64.0,47.0,20.7,77
92.0,59.1,61.5,43.8,20.3,80
94.0,55.8,57.7,38.7,20.1,80
95.0,51.3,53.0,32.2,19.6,81
97.0,47.4,48.5,26.8,19.3,82
98.0,44.0,44.9,23.8,19.0,83
99.0,40.4,41.3,21.8,18.7,84
100.0,44.0,44.5,21.2,19.3,84
100.0,43.7,44.5,17.5,21.0,77
101.0,37.5,38.2,12.3,23.1,72
101.0,27.4,27.5,8.2,25.6,64
101.0,15.9,15.9,6.4,27.5,50
101.0,13.1,13.2,5.7,28.4,47
101.0,13.0,13.0,5.3,29.1,45
102.0,12.7,12.8,3.9,29.3,44
102.0,12.8,12.9,2.8,29.1,44
102.0,13.2,13.3,4.8,28.7,45
111.0,14.7,14.8,12.8,27.6,57
124.0,31.1,31.1,24.0,24.8,64
128.0,42.1,42.1,31.4,23.5,70
124.0,55.8,55.9,35.6,22.3,75
113.0,65.9,66.1,41.3,21.9,75
107.0,72.4,72.6,45.6,21.8,75
109.0,77.1,77.5,46.7,20.5,80
110.0,79.4,79.9,46.2,20.0,82
112.0,79.9,80.6,46.4,19.7,83
114.0,81.7,82.2,48.2,18.9,85
117.0,84.3,85.0,50.6,18.2,88
121.0,86.1,87.3,52.6,17.6,90
125.0,86.4,87.8,55.3,17.2,93
129.0,86.1,87.8,57.7,17.0,93
134.0,90.6,92.4,48.4,17.1,94
139.0,97.6,99.9,38.3,18.2,92
144.0,91.3,91.3,24.2,21.7,81
150.0,68.7,68.7,13.2,24.7,65
151.0,50.3,50.4,8.2,26.7,57
152.0,38.3,38.4,6.2,27.7,50
152.0,34.2,34.6,5.1,28.2,45
153.0,35.7,36.4,3.5,28.4,43
153.0,37.1,38.1,2.8,28.3,42
154.0,38.6,39.8,5.1,28.1,43
154.0,41.3,42.5,12.9,27.3,50
155.0,61.2,62.4,23.8,24.4,59
155.0,51.2,51.9,24.6,23.1,66
156.0,57.4,58.1,25.3,21.9,75
156.0,60.3,61.0,26.2,21.2,77
156.0,63.3,64.0,27.2,20.7,78
155.0,66.1,66.8,28.1,20.5,75
155.0,67.3,68.0,29.0,19.9,76
155.0,68.0,68.7,30.0,19.3,79
155.0,69.8,70.5,30.8,18.8,80
154.0,72.6,73.3,31.7,18.4,81
154.0,75.4,76.1,33.5,17.5,87
154.0,78.9,79.6,38.0,16.7,91
154.0,83.1,84.1,43.4,16.3,92
154.0,86.8,87.5,47.9,16.8,94
154.0,96.4,97.1,39.9,18.0,89
154.0,86.6,87.1,28.6,21.2,78
153.0,77.5,78.2,19.1,24.1,64
154.0,66.6,67.5,13.0,26.0,57
154.0,44.6,46.3,8.6,27.2,51
154.0,34.5,36.6,5.7,27.6,49
154.0,33.5,35.6,3.6,28.0,46
154.0,32.6,34.6,3.0,28.1,45
154.0,31.9,33.8,5.4,27.7,47
154.0,33.2,34.8,12.7,26.5,52
154.0,48.8,50.3,23.1,24.3,57
160.0,62.2,63.6,33.5,22.4,67
161.0,74.3,75.9,37.8,21.7,69
154.0,85.4,86.8,44.0,21.1,74
155.0,95.0,96.6,49.6,20.5,78
155.0,104.1,105.7,54.2,20.0,81
156.0,110.6,112.2,58.2,19.8,81
157.0,112.9,114.6,61.3,19.3,84
158.0,113.4,115.0,62.7,18.7,86
159.0,114.8,116.2,63.0,18.0,89
160.0,116.4,118.0,63.8,17.5,90
161.0,116.9,118.5,67.3,17.3,89
162.0,121.1,122.5,71.2,17.0,90
162.0,129.0,130.9,61.3,16.9,91
163.0,136.0,137.4,52.0,17.8,91
164.0,131.8,133.2,39.0,20.7,82
165.0,121.5,122.9,27.3,23.2,72
166.0,92.0,93.4,18.5,25.3,63
167.0,55.8,56.9,11.1,26.8,55
167.0,34.8,36.0,6.0,27.5,51
167.0,31.8,32.9,3.4,27.8,50
167.0,30.4,31.8,3.1,27.6,48
167.0,29.4,31.0,5.1,27.2,48
167.0,29.9,31.4,10.8,26.4,52
167.0,37.6,39.0,18.7,23.6,63
167.0,54.2,56.2,24.3,22.6,71
166.0,61.9,63.8,24.8,21.4,77
166.0,65.7,67.5,25.6,20.7,80
166.0,68.2,70.1,26.2,19.9,84
165.0,71.0,73.1,26.5,19.4,85
164.0,73.3,75.2,26.7,19.0,87
164.0,74.3,75.9,27.1,18.8,90
163.0,75.2,77.1,27.8,18.3,92
162.0,76.6,78.2,28.7,18.0,92
161.0,78.5,79.9,29.6,17.7,92
160.0,80.3,82.0,31.1,17.5,92
159.0,89.4,90.8,32.6,17.1,94
159.0,99.4,100.8,25.3,16.6,96
158.0,103.4,104.5,21.8,17.6,95
157.0,97.3,98.0,17.0,20.4,86
157.0,88.9,89.6,12.6,23.1,77
156.0,70.3,71.2,9.2,25.1,64
155.0,54.0,55.9,6.2,26.4,55
155.0,44.1,46.4,4.3,27.4,52
156.0,38.6,41.0,2.9,27.8,48
156.0,35.9,38.2,2.4,27.9,48
156.0,34.2,36.6,4.9,27.6,48
156.0,35.4,37.4,12.8,26.6,52
156.0,49.0,51.0,23.7,23.5,61
156.0,49.7,50.9,29.6,22.0,66
156.0,60.1,61.2,30.4,21.1,71
156.0,65.9,67.5,31.5,19.9,79
156.0,70.5,72.6,32.2,19.2,85
156.0,75.2,77.5,32.3,18.9,85
156.0,77.3,79.9,32.0,18.6,87
156.0,77.5,80.1,31.6,18.6,86
156.0,77.3,79.9,30.9,18.1,89
157.0,76.8,79.2,30.0,17.5,92
157.0,76.4,78.5,29.7,16.8,96
156.0,75.7,77.5,31.1,16.3,98
156.0,75.4,77.1,33.0,15.8,100
156.0,81.3,82.9,35.7,16.1,100
156.0,85.0,86.4,29.5,17.0,100
155.0,76.1,77.1,21.0,18.3,97
155.0,68.9,69.8,13.9,20.6,88
154.0,60.5,61.9,9.9,23.3,78
154.0,47.5,49.1,7.4,25.6,67
154.0,32.1,33.9,5.7,26.8,59
154.0,26.5,28.3,3.9,27.4,56
153.0,24.4,26.1,3.0,27.6,55
153.0,23.7,25.5,5.3,27.2,56
153.0,24.5,26.3,13.4,26.3,60
153.0,42.7,44.4,24.7,23.7,70
153.0,55.1,56.3,32.7,22.4,75
153.0,67.5,68.9,36.3,21.3,77
153.0,76.1,77.3,41.1,20.2,78
153.0,77.5,78.9,43.5,19.9,75
153.0,76.4,77.5,41.3,19.6,77
153.0,72.9,74.0,36.8,19.4,80
153.0,68.9,69.8,33.1,19.5,82
153.0,67.3,68.5,31.2,19.0,85
153.0,67.8,68.7,30.2,18.5,88
153.0,68.7,69.8,30.0,18.1,89
152.0,70.1,71.0,31.9,17.4,91
152.0,71.7,72.6,34.6,17.0,93
152.0,97.1,98.5,38.1,16.6,94
153.0,106.2,107.3,32.5,17.5,93
153.0,97.8,98.5,24.6,20.4,84
154.0,86.6,87.5,17.4,23.5,71
154.0,63.8,64.5,11.8,25.9,57
154.0,30.2,31.0,6.9,27.3,48
154.0,18.2,19.3,3.6,28.0,45
153.0,14.6,15.8,1.7,28.6,43
153.0,12.5,13.9,1.4,28.7,43
153.0,11.2,12.7,4.1,28.3,44
152.0,11.9,13.2,12.3,26.9,52
152.0,23.3,24.5,23.5,24.0,62
152.0,37.5,38.9,31.7,21.9,70
151.0,48.4,50.3,34.4,20.7,73
151.0,52.9,54.9,34.1,20.0,72
150.0,50.4,52.2,32.3,19.1,75
149.0,46.0,47.1,28.6,18.2,80
146.0,42.6,43.5,23.4,17.6,84
143.0,41.2,42.0,19.7,17.2,85
72.0,30.9,44.5,35.7,25.2,96
72.0,25.4,36.7,33.0,25.4,95
72.0,23.0,33.2,29.0,25.5,95
71.0,20.3,29.3,24.2,26.3,90
71.0,19.2,27.6,22.0,27.1,87
71.0,20.5,29.5,20.4,27.6,85
71.0,19.0,27.4,17.8,28.0,84
71.0,17.8,25.7,14.6,29.0,80
71.0,19.0,27.4,10.9,30.3,76
71.0,20.9,30.2,7.4,30.2,76
72.0,19.4,28.0,6.1,30.1,77
72.0,17.2,24.8,5.6,29.8,78
71.0,16.9,24.3,11.2,28.4,81
71.0,17.1,24.6,18.1,26.9,91
71.0,19.7,28.3,28.0,26.6,94
71.0,17.9,25.7,37.2,26.3,95
70.0,16.4,23.5,37.8,25.9,95
69.0,14.1,20.2,35.0,25.5,95
68.0,12.1,17.3,29.9,25.3,97
67.0,10.5,14.9,25.3,25.4,96
65.0,7.7,11.0,19.6,25.1,97
64.0,7.5,10.7,14.1,24.9,98
63.0,8.0,11.4,12.7,24.6,99
62.0,9.3,13.2,12.9,24.6,98
61.0,22.6,32.4,21.5,25.4,95
60.0,18.0,26.2,20.0,25.6,94
59.0,16.5,24.4,18.0,26.0,93
59.0,14.3,21.9,14.9,26.4,91
58.0,13.9,21.8,12.2,27.2,88
58.0,13.9,21.7,9.2,27.6,85
57.0,15.0,22.9,6.2,28.1,84
57.0,14.5,22.0,5.2,29.4,79
57.0,14.2,21.7,5.1,30.6,72
56.0,16.9,25.4,5.8,30.7,70
56.0,13.2,19.8,6.4,29.0,79
55.0,15.2,22.6,7.6,28.9,79
55.0,20.0,31.0,10.4,27.9,85
55.0,23.5,35.6,18.6,27.8,85
56.0,27.0,40.2,30.4,27.1,90
57.0,26.0,38.2,42.2,26.8,92
57.0,24.2,35.3,44.2,26.7,93
58.0,23.7,34.3,43.0,26.5,93
59.0,23.5,34.0,40.2,26.2,93
60.0,22.7,32.6,38.2,25.7,95
61.0,21.9,31.4,35.5,25.8,95
62.0,21.6,31.0,32.0,25.6,96
63.0,21.4,30.6,29.7,25.5,96
65.0,20.5,29.5,27.5,25.2,97
66.0,24.2,34.7,22.6,25.4,97
66.0,20.3,29.2,20.5,25.7,95
66.0,19.6,28.9,17.4,26.5,91
66.0,19.0,29.0,13.4,27.7,84
67.0,18.9,29.4,11.1,29.0,77
67.0,19.9,31.0,8.9,30.2,72
68.0,20.0,31.1,6.9,30.9,71
68.0,21.1,32.6,5.9,31.7,71
69.0,19.8,30.6,5.5,32.2,69
69.0,22.2,34.0,6.1,32.5,67
70.0,23.9,36.4,6.5,31.6,70
71.0,25.3,38.4,7.4,29.1,80
71.0,23.1,35.5,10.4,30.7,72
72.0,26.4,40.2,26.1,30.3,76
72.0,42.6,63.1,48.5,28.8,83
73.0,41.3,61.0,70.2,28.4,85
75.0,30.9,45.3,72.2,27.7,85
75.0,29.7,43.5,67.1,27.2,85
76.0,29.9,43.9,59.4,26.8,88
76.0,27.3,39.9,56.3,26.6,89
77.0,26.2,38.3,53.3,26.4,91
77.0,27.1,39.8,49.6,26.2,93
78.0,28.5,41.9,47.2,26.1,95
78.0,29.7,44.0,44.9,26.0,97
79.0,30.5,44.8,29.0,26.4,94
80.0,24.1,35.9,27.6,26.7,93
80.0,22.3,33.2,25.8,27.3,88
80.0,19.4,28.8,22.6,28.2,84
80.0,18.6,27.4,19.7,29.2,80
80.0,18.7,27.5,16.4,29.6,80
80.0,19.7,28.8,12.6,30.4,78
80.0,20.3,29.6,10.2,31.3,74
80.0,21.7,31.5,8.2,32.0,71
80.0,23.3,33.8,8.0,32.4,70
80.0,24.1,34.9,9.9,32.5,69
80.0,23.3,33.6,13.2,32.4,71
80.0,25.4,36.3,33.0,30.3,73
80.0,26.6,38.1,40.2,29.7,77
80.0,30.9,44.1,50.3,28.4,85
79.0,36.0,51.5,61.4,27.8,89
79.0,42.3,60.3,65.2,27.5,89
80.0,48.9,69.8,66.9,27.1,91
82.0,47.5,68.0,67.6,26.9,92
